"id","groupId","resourceType","resourceId","archived"
"29171726","22060562","3","7997294","1"
"29176560","22218237","3","8529129","1"
"29176561","21832058","3","6146690","1"
"29176562","21718209","3","8447608","1"
"29177039","22062107","3","8513889","1"
"29177639","22115859","3","8393087","1"
"29228510","22206066","3","8529463","1"
"29228892","22314753","3","8541239","1"
"29230151","22315609","3","8541239","1"
"29231522","22168160","3","8511884","1"
"29244215","21943729","3","8019935","1"
"29245954","22275985","3","8536850","1"
"29250625","22257567","3","8534115","1"
"29252619","22164543","3","6145281","1"
"29264772","22273877","3","8017358","1"
"29266994","22107288","3","8253722","1"
"29279079","22345333","3","8553291","1"
"29281154","22356200","3","6141880","1"
"29311475","22101411","3","6146487","1"
"29311476","21522582","3","8337451","1"
"29311477","22017475","3","6141074","1"
"29311479","22115313","3","8519122","1"
"29311844","22335015","3","8552204","1"
"29326576","22120060","3","8403028","1"
"29326579","22314607","3","6150172","1"
"29326601","22151334","3","6141403","1"
"29326623","22007382","3","8089218","1"
"29327294","22130393","3","7951237","1"
"29335820","21674683","3","6147337","1"
"29337515","21971539","3","8109437","1"
"29338472","22164462","3","6145281","1"
"29340633","22101773","3","6146487","1"
"29342585","22104556","3","6146621","1"
"29342722","22373225","3","8063426","1"
"29343594","22386162","3","8564580","1"
"29343654","22403084","3","6146791","1"
"29343785","22374493","3","8562848","1"
"29390423","22357769","3","8024113","1"
"29390426","22391641","3","8495842","1"
"29391767","22397124","3","8565248","1"
"29393126","22377651","3","8563372","1"
"29397499","22126123","3","8520231","1"
"29403473","22362846","3","6146882","1"
"29408896","22403488","3","6143897","1"
"29413267","22459680","3","8408104","1"
"29413376","22459749","3","8408104","1"
"29415524","22448166","3","6145300","1"
"29418182","22164635","3","6145281","1"
"29418990","22197723","3","8528928","1"
"29421531","22348432","3","8343929","1"
"29440247","22264909","3","8500823","1"
"29440266","22325904","3","8520061","1"
"29443418","22354250","3","8553291","1"
"29455780","22428548","3","6149104","1"
"29459502","22405031","3","8196489","1"
"29460928","22278412","3","7792376","1"
"29463307","22388681","3","7803928","1"
"29464705","22404211","3","6146791","1"
"29467549","21971862","3","8234328","1"
"29469192","22278455","3","6149081","1"
"29469340","22279339","3","6151234","1"
"29471614","22242458","3","8533793","1"
"29471658","22437383","3","8571124","1"
"29473204","22508276","3","6146811","1"
"29474304","22404250","3","6151308","1"
"29487414","22519078","3","8580507","1"
"29508056","22523242","3","6149097","1"
"29515303","22509535","3","8579514","1"
"29523199","22505226","3","6150041","1"
"29535341","22507068","3","8579116","1"
"29571152","22571582","3","6149547","1"
